timestamp_local,PV_P_kW,PV_E_kWh,Load_kW,Load_E_kWh,Net_P_kW,Net_E_kWh,Import_kWh,Export_kWh,Buy_$,Sell_$,NetBill_$
2022-12-01 00:00:00-08:00,0.00918756,0.00918756,6.2891112363254775,6.2891112363254775,-6.2799236763254775,-6.2799236763254775,6.2799236763254775,0.0,0.6907916043958026,0.0,0.6907916043958026
2023-01-01 00:00:00-08:00,80.94697299629998,80.94697299629998,788.4697013241239,788.4697013241239,-707.522728327824,-707.522728327824,711.382256345157,3.8595280173330204,78.25204819796727,0.21227404095331612,78.03977415701395
2023-02-01 00:00:00-08:00,100.23080465474997,100.23080465474997,690.5779530112259,690.5779530112259,-590.3471483564759,-590.3471483564759,598.3394467435401,7.992298387064082,65.8173391417894,0.43957641128852454,65.37776273050088
2023-03-01 00:00:00-08:00,165.10409676157497,165.10409676157497,774.408874698085,774.408874698085,-609.30477793651,-609.30477793651,636.0281244869271,26.723346550417165,69.96309369356199,1.4697840602729442,68.49330963328904
2023-04-01 00:00:00-07:00,189.88683536204996,189.88683536204996,747.889017360082,747.889017360082,-558.002181998032,-558.002181998032,597.9253963659646,39.92321436793249,65.7717936002561,2.195776790236287,63.576016810019816
2023-05-01 00:00:00-07:00,247.81954272092952,247.81954272092952,761.496628439058,761.496628439058,-513.6770857181284,-513.6770857181284,574.7875658520567,61.1104801339282,63.226632243726236,3.361076407366051,59.86555583636019
2023-06-01 00:00:00-07:00,244.29088147837496,244.29088147837496,757.9876963600544,757.9876963600544,-513.6968148816795,-513.6968148816795,572.8415289212753,59.14471403959583,63.012568181340285,3.2529592721777707,59.759608909162516
2023-07-01 00:00:00-07:00,279.05842708514996,279.05842708514996,783.8517044337917,783.8517044337917,-504.7932773486418,-504.7932773486418,580.2248656934133,75.43158834477158,63.824735226275465,4.148737358962437,59.67599786731303
2023-08-01 00:00:00-07:00,233.68073097599998,233.68073097599998,770.7372905159551,770.7372905159551,-537.0565595399552,-537.0565595399552,592.062061367463,55.005501827507736,65.12682675042093,3.0253026005129255,62.10152414990801
2023-09-01 00:00:00-07:00,188.34445932524997,188.34445932524997,752.6510589016519,752.6510589016519,-564.3065995764019,-564.3065995764019,601.427603804237,37.121004227835016,66.15703641846608,2.041655232530926,64.11538118593515
2023-10-01 00:00:00-07:00,150.49288269404997,150.49288269404997,773.7743334190241,773.7743334190241,-623.2814507249741,-623.2814507249741,645.7563672971381,22.47491657216408,71.0332004026852,1.2361204114690245,69.79707999121617
2023-11-01 00:00:00-07:00,116.97844972499998,116.97844972499998,739.3071617332902,739.3071617332902,-622.3287120082902,-622.3287120082902,633.4405044605015,11.111792452211288,69.67845549065517,0.6111485848716208,69.06730690578355
2023-12-01 00:00:00-08:00,76.15661427179998,76.15661427179998,779.5787138130651,779.5787138130651,-703.4220995412651,-703.4220995412651,706.70766266944,3.2855631281749478,77.7378428936384,0.18070597204962213,77.55713692158878
2024-01-01 00:00:00-08:00,67.6080577580753,67.6080577580753,777.1870540753523,777.1870540753523,-709.578996317277,-709.578996317277,711.7507142671772,2.1717179499001653,78.29257856938949,0.1194444872445091,78.17313408214498
2024-02-01 00:00:00-08:00,101.60506294717499,101.60506294717499,723.9613418648132,723.9613418648132,-622.3562789176382,-622.3562789176382,628.244212373835,5.887933456196815,69.10686336112185,0.3238363400908248,68.78302702103103
2024-03-01 00:00:00-08:00,182.95356008893214,182.95356008893214,771.9686655992266,771.9686655992266,-589.0151055102945,-589.0151055102945,623.9187075260008,34.90360201570641,68.63105782786009,1.9196981108638527,66.71135971699624
2024-04-01 00:00:00-07:00,210.41827516214997,210.41827516214997,751.8810581071352,751.8810581071352,-541.4627829449853,-541.4627829449853,582.8874194638647,41.42463651887946,64.11761614102512,2.2783550085383704,61.839261132486754
2024-05-01 00:00:00-07:00,234.58215658055568,234.58215658055568,783.8684069451749,783.8684069451749,-549.2862503646193,-549.2862503646193,598.7978484562789,49.51159809165952,65.86776333019067,2.723137895041274,63.14462543514939
2024-06-01 00:00:00-07:00,234.16994879279997,234.16994879279997,747.913400706749,747.913400706749,-513.7434519139491,-513.7434519139491,568.407628520021,54.6641766060719,62.524839137202314,3.0065297133339546,59.51830942386836
2024-07-01 00:00:00-07:00,272.76367468252494,272.76367468252494,757.6433331966133,757.6433331966133,-484.8796585140883,-484.8796585140883,561.2982339982815,76.41857548419314,61.74280573981096,4.203021651630623,57.53978408818034
2024-08-01 00:00:00-07:00,229.97875472516714,229.97875472516714,775.1213395758435,775.1213395758435,-545.1425848506765,-545.1425848506765,594.652465978664,49.50988112798755,65.41177125765304,2.7230434620393154,62.68872779561373
2024-09-01 00:00:00-07:00,177.705667337625,177.705667337625,767.6812227706927,767.6812227706927,-589.9755554330677,-589.9755554330677,620.5223102105816,30.546754777513918,68.25745412316398,1.6800715127632655,66.57738261040072
2024-10-01 00:00:00-07:00,130.942965717,130.942965717,766.544951732146,766.544951732146,-635.601986015146,-635.601986015146,654.0297996351048,18.427813619958826,71.94327795986153,1.0135297490977355,70.92974821076379
2024-11-01 00:00:00-07:00,83.50919075159999,83.50919075159999,751.272238906566,751.272238906566,-667.763048154966,-667.763048154966,671.4662138737691,3.7031657188030502,73.8612835261146,0.20367411453416776,73.65760941158044
2024-12-01 00:00:00-08:00,75.35043251729998,75.35043251729998,773.3425477084202,773.3425477084202,-697.9921151911202,-697.9921151911202,701.5132824228854,3.5211672317650695,77.16646106651739,0.19366419774707883,76.9727968687703
2025-01-01 00:00:00-08:00,113.04526409369998,113.04526409369998,781.9181336921649,781.9181336921649,-668.872869598465,-668.872869598465,677.0739979979256,8.201128399460615,74.47813977977182,0.4510620619703338,74.02707771780149
2025-02-01 00:00:00-08:00,98.30876520667498,98.30876520667498,706.4356903137323,706.4356903137323,-608.1269251070573,-608.1269251070573,616.2210464060659,8.094121299008469,67.78431510466724,0.4451766714454658,67.33913843322178
2025-03-01 00:00:00-08:00,138.8276767782,138.8276767782,767.6336650020712,767.6336650020712,-628.8059882238713,-628.8059882238713,644.1067048237907,15.300716599919447,70.85173753061697,0.8415394129955696,70.0101981176214
