timestamp_local,PV_P_kW,PV_E_kWh,Load_kW,Load_E_kWh,Net_P_kW,Net_E_kWh,Import_kWh,Export_kWh,Buy_$,Sell_$,NetBill_$
2022-12-01 00:00:00-06:00,0.0,0.0,5.4211097924094656,5.4211097924094656,-5.4211097924094656,-5.4211097924094656,5.4211097924094656,0.0,0.5963220771650413,0.0,0.5963220771650413
2023-01-01 00:00:00-06:00,161.42476335097498,161.42476335097498,875.0249818356651,875.0249818356651,-713.6002184846901,-713.6002184846901,737.6340407328605,24.033822248170424,81.13974448061465,1.3218602236493733,79.81788425696529
2023-02-01 00:00:00-06:00,191.45426410687497,191.45426410687497,791.8713236012399,791.8713236012399,-600.4170594943648,-600.4170594943648,639.2438152860057,38.826755791640764,70.31681968146063,2.135471568540242,68.18134811292039
2023-03-01 00:00:00-06:00,218.725109806275,218.725109806275,875.7051194346242,875.7051194346242,-656.9800096283492,-656.9800096283492,709.5263691972236,52.546359568874465,78.0479006116946,2.8900497762880955,75.1578508354065
2023-04-01 00:00:00-05:00,242.96648452199997,242.96648452199997,829.2920762058146,829.2920762058146,-586.3255916838147,-586.3255916838147,652.9395751919828,66.61398350816818,71.82335327111811,3.6637690929492495,68.15958417816886
2023-05-01 00:00:00-05:00,246.38741467829996,246.38741467829996,859.2855952798608,859.2855952798608,-612.8981806015609,-612.8981806015609,675.4388858882124,62.54070528665157,74.29827744770337,3.4397387907658366,70.85853865693754
2023-06-01 00:00:00-05:00,243.49761031049997,243.49761031049997,831.1097827908503,831.1097827908503,-587.6121724803504,-587.6121724803504,643.6496992200719,56.03752673972152,70.80146691420791,3.0820639706846835,67.71940294352322
2023-07-01 00:00:00-05:00,269.10094324725,269.10094324725,860.3331788314923,860.3331788314923,-591.2322355842423,-591.2322355842423,659.6035628875317,68.37132730328933,72.55639191762849,3.7604230016809135,68.79596891594757
2023-08-01 00:00:00-05:00,240.99661781612522,240.99661781612522,861.9684208252188,861.9684208252188,-620.9718030090936,-620.9718030090936,679.9643687246504,58.99256571555687,74.79608055971154,3.244591114355628,71.55148944535591
2023-09-01 00:00:00-05:00,219.50016586627498,219.50016586627498,842.4168329350827,842.4168329350827,-622.9166670688077,-622.9166670688077,676.7363753945349,53.819708325727255,74.44100129339884,2.960083957914999,71.48091733548384
2023-10-01 00:00:00-05:00,181.73579042564998,181.73579042564998,868.8721983001486,868.8721983001486,-687.1364078744987,-687.1364078744987,727.3591513910507,40.222743516551965,80.00950665301558,2.212250893410358,77.79725575960522
2023-11-01 00:00:00-05:00,183.78764859465,183.78764859465,839.0522769134852,839.0522769134852,-655.2646283188352,-655.2646283188352,677.365536646078,22.10090832724274,74.51020903106858,1.2155499579983506,73.29465907307024
2023-12-01 00:00:00-06:00,151.33122163755,151.33122163755,862.1026239126544,862.1026239126544,-710.7714022751044,-710.7714022751044,726.0094619184935,15.238059643389054,79.86104081103429,0.838093280386398,79.02294753064788
2024-01-01 00:00:00-06:00,185.1565809069,185.1565809069,867.1545358641696,867.1545358641696,-681.9979549572696,-681.9979549572696,710.5875594553112,28.58960449804163,78.16463154008423,1.5724282473922897,76.59220329269193
2024-02-01 00:00:00-06:00,158.93489160764997,158.93489160764997,808.6271361705947,808.6271361705947,-649.6922445629447,-649.6922445629447,679.0392793650575,29.347034802112827,74.69432073015632,1.6140869141162055,73.08023381604012
2024-03-01 00:00:00-06:00,214.17744039749996,214.17744039749996,885.3074214696663,885.3074214696663,-671.1299810721664,-671.1299810721664,725.7470442710562,54.61706319888976,79.83217486981619,3.003938475938937,76.82823639387725
2024-04-01 00:00:00-05:00,242.38213883707496,242.38213883707496,832.8592167255516,832.8592167255516,-590.4770778884766,-590.4770778884766,653.815446107498,63.33836821902138,71.91969907182478,3.483610252046176,68.4360888197786
2024-05-01 00:00:00-05:00,247.51975852529998,247.51975852529998,868.1478319801864,868.1478319801864,-620.6280734548865,-620.6280734548865,676.7135455974333,56.08547214254677,74.43849001571766,3.0847009678400723,71.35378904787758
2024-06-01 00:00:00-05:00,258.2164385676,258.2164385676,848.2563412964989,848.2563412964989,-590.0399027288989,-590.0399027288989,653.1915640146232,63.15166128572423,71.85107204160855,3.4733413707148326,68.37773067089371
2024-07-01 00:00:00-05:00,258.11353991654994,258.11353991654994,868.6140935905025,868.6140935905025,-610.5005536739525,-610.5005536739525,672.1446252686427,61.64407159469019,73.9359087795507,3.3904239377079604,70.54548484184274
2024-08-01 00:00:00-05:00,252.88173947024995,252.88173947024995,855.1952942854808,855.1952942854808,-602.3135548152309,-602.3135548152309,671.7274856137917,69.41393079856087,73.89002341751709,3.817766193920848,70.07225722359624
2024-09-01 00:00:00-05:00,242.93116725029998,242.93116725029998,836.2808639931288,836.2808639931288,-593.3496967428289,-593.3496967428289,656.1950799667005,62.84538322387169,72.18145879633705,3.456496077312943,68.7249627190241
2024-10-01 00:00:00-05:00,229.12465750942496,229.12465750942496,872.9339780703411,872.9339780703411,-643.8093205609161,-643.8093205609161,697.865189392843,54.05586883192682,76.76517083321274,2.973072785755975,73.79209804745676
2024-11-01 00:00:00-05:00,142.51224631972497,142.51224631972497,830.1036140242952,830.1036140242952,-687.5913677045702,-687.5913677045702,702.8557773694945,15.264409664924296,77.31413551064439,0.8395425315708362,76.47459297907355
2024-12-01 00:00:00-06:00,139.44883032445634,139.44883032445634,859.5726209897178,859.5726209897178,-720.1237906652615,-720.1237906652615,733.778266147,13.654475481738446,80.71560927617,0.7509961514956145,79.96461312467439
2025-01-01 00:00:00-06:00,159.76429997309998,159.76429997309998,864.2980185261753,864.2980185261753,-704.5337185530752,-704.5337185530752,730.7912306927624,26.257512139687176,80.38703537620387,1.4441631676827946,78.94287220852108
2025-02-01 00:00:00-06:00,176.23821174457498,176.23821174457498,776.8010698385804,776.8010698385804,-600.5628580940054,-600.5628580940054,637.3385767118764,36.775718617871014,70.1072434383064,2.0226645239829057,68.08457891432349
2025-03-01 00:00:00-06:00,219.97365183067498,219.97365183067498,882.7685555158462,882.7685555158462,-662.7949036851712,-662.7949036851712,719.3518133630535,56.55690967788228,79.12869946993588,3.1106300322835256,76.01806943765236
2025-04-01 00:00:00-05:00,211.56667886024997,211.56667886024997,823.882167580306,823.882167580306,-612.315488720056,-612.315488720056,660.9139975047535,48.59850878469748,72.70053972552289,2.6729179831583614,70.02762174236453
2025-05-01 00:00:00-05:00,240.88844769029996,240.88844769029996,870.5450358590974,870.5450358590974,-629.6565881687975,-629.6565881687975,688.9111069026781,59.25451873388064,75.78022175929459,3.258998530363435,72.52122322893115
2025-06-01 00:00:00-05:00,260.24991961049994,260.24991961049994,850.3338424571309,850.3338424571309,-590.083922846631,-590.083922846631,659.2004295300591,69.11650668342814,72.5120472483065,3.801407867588548,68.71063938071795
2025-07-01 00:00:00-05:00,258.04026920384996,258.04026920384996,855.4273107565883,855.4273107565883,-597.3870415527383,-597.3870415527383,665.1707190854157,67.78367753267743,73.16877909939573,3.7281022642972586,69.44067683509847
2025-08-01 00:00:00-05:00,251.11880102407497,251.11880102407497,873.6660105595282,873.6660105595282,-622.5472095354532,-622.5472095354532,683.7530085630315,61.20579902757826,75.21283094193346,3.366318946516804,71.84651199541666
2025-09-01 00:00:00-05:00,230.65991735366555,230.65991735366555,832.2843262159481,832.2843262159481,-601.6244088622826,-601.6244088622826,661.0695291613512,59.44512029906857,72.71764820774862,3.2694816164487714,69.44816659129985
2025-10-01 00:00:00-05:00,241.3638814627655,241.3638814627655,866.1102668415461,866.1102668415461,-624.7463853787807,-624.7463853787807,681.0200361377885,56.273650759007765,74.91220397515673,3.095050791745427,71.8171531834113
2025-11-01 00:00:00-05:00,202.45131342337575,202.45131342337575,855.9620069813433,855.9620069813433,-653.5106935579676,-653.5106935579676,670.2605402484569,16.749846690489345,73.72865942733026,0.921241567976914,72.80741785935334
2025-12-01 00:00:00-06:00,178.9424614210389,178.9424614210389,882.3433321812482,882.3433321812482,-703.4008707602094,-703.4008707602094,717.1173377879935,13.716467027784134,78.88290715667928,0.7544056865281273,78.12850147015115
