timestamp_local,PV_P_kW,PV_E_kWh,Load_kW,Load_E_kWh,Net_P_kW,Net_E_kWh,Import_kWh,Export_kWh,Buy_$,Sell_$,NetBill_$
2022-12-01 00:00:00-05:00,0.0,0.0,5.044158293274345,5.044158293274345,-5.044158293274345,-5.044158293274345,5.044158293274345,0.0,1.4123643221168167,0.0,1.4123643221168167
2023-01-01 00:00:00-05:00,108.10933925939997,108.10933925939997,866.0092332410462,866.0092332410462,-757.8998939816463,-757.8998939816463,768.1586807581875,10.25878677654134,215.08443061229252,1.4362301487157878,213.64820046357673
2023-02-01 00:00:00-05:00,170.46143142416582,170.46143142416582,788.3778895883381,788.3778895883381,-617.9164581641722,-617.9164581641722,646.2531296653526,28.336671501180373,180.95087630629874,3.9671340101652524,176.9837422961335
2023-03-01 00:00:00-05:00,198.66668479357497,198.66668479357497,865.7191100428391,865.7191100428391,-667.0524252492642,-667.0524252492642,700.056254871305,33.003829622040755,196.01575136396542,4.620536147085706,191.3952152168797
2023-04-01 00:00:00-04:00,213.22708436362498,213.22708436362498,827.3609171095674,827.3609171095674,-614.1338327459424,-614.1338327459424,652.1109146799855,37.97708193404307,182.59105611039595,5.31679147076603,177.27426463962993
2023-05-01 00:00:00-04:00,249.66748734929996,249.66748734929996,854.733013278503,854.733013278503,-605.0655259292031,-605.0655259292031,649.1870147291208,44.12148879991776,181.77236412415385,6.1770084319884875,175.59535569216536
2023-06-01 00:00:00-04:00,156.3197418198,156.3197418198,850.4589217760888,850.4589217760888,-694.1391799562888,-694.1391799562888,710.3482165454985,16.209036589209763,198.89750063273962,2.269265122489367,196.62823551025025
2023-07-01 00:00:00-04:00,212.81045231069996,212.81045231069996,873.7728147653505,873.7728147653505,-660.9623624546505,-660.9623624546505,689.5033856477029,28.541023193052364,193.06094798135683,3.9957432470273315,189.0652047343295
2023-08-01 00:00:00-04:00,197.34225068249998,197.34225068249998,856.5707062709678,856.5707062709678,-659.2284555884678,-659.2284555884678,689.7921326398695,30.56367705140169,193.14179713916346,4.278914787196237,188.86288235196722
2023-09-01 00:00:00-04:00,188.88159854024997,188.88159854024997,846.0375073147828,846.0375073147828,-657.1559087745329,-657.1559087745329,679.3811468867008,22.22523811216795,190.22672112827624,3.1115333357035135,187.11518779257273
2023-10-01 00:00:00-04:00,134.60560475287497,134.60560475287497,873.0877907794636,873.0877907794636,-738.4821860265887,-738.4821860265887,749.634207730309,11.15202170372034,209.89757816448653,1.5612830385208478,208.33629512596568
